"id:ID","brandNormalized","cpuNormalized","createdAt","description","gpuNormalized","name","price","ramNormalized","screenSize",":LABEL"
"laptop_ideapad_pro_5_16","Lenovo","i7","2025-07-31T22:07:41.395935","Large-screen laptop with solid performance for professionals. Perfect for business users who need screen real estate. Good balance of features and affordability.","20xx","IdeaPad Pro 5 16","1699.0","32GB","16","E_Laptop"
"laptop_inspiron_16_7000_2_in_1","Dell","i7","2025-07-31T22:07:41.395935","Convertible laptop with large screen and versatile design. Great for professionals and students. Good performance with flexible usage modes.","20xx","Inspiron 16 7000 2-in-1","1899.0","32GB","16","E_Laptop"
"laptop_pavilion_aero_13","HP","i7","2025-07-31T22:07:41.395935","Ultra-lightweight laptop with solid performance. Perfect for professionals who travel frequently. Exceptional portability with good specifications.","20xx","Pavilion Aero 13","1499.0","32GB","13","E_Laptop"
"laptop_swift_5_sf514","Acer","i7","2025-07-31T22:07:41.395935","Mid-range ultrabook with good build quality and performance. Great for students and professionals. Solid value proposition with modern features.","20xx","Swift 5 SF514","1399.0","32GB","14","E_Laptop"
"laptop_vivobook_pro_15_k6502","ASUS","i7","2025-07-31T22:07:41.395935","Creator-focused laptop with decent specs at competitive price. Perfect for content creators on budget. Good performance with creative-oriented features.","20xx","VivoBook Pro 15 K6502","1599.0","32GB","15","E_Laptop"
"laptop_legion_pro_7i_gen_8","Lenovo","i9","2025-07-31T22:07:41.395935","High-performance gaming laptop with premium features. Perfect for serious gamers and content creators. Advanced cooling with RGB lighting and solid build.","20xx","Legion Pro 7i Gen 8","2999.0","32GB","16","E_Laptop"
"laptop_omen_17_cb2000","HP","i9","2025-07-31T22:07:41.395935","Large-screen gaming laptop with powerful specs and gaming features. Great for competitive gaming and streaming. Advanced thermal design with gaming aesthetics.","20xx","Omen 17 cb2000","2599.0","32GB","17","E_Laptop"
"laptop_predator_helios_16","Acer","i9","2025-07-31T22:07:41.395935","Gaming laptop with balanced performance and premium features. Perfect for gaming enthusiasts and content creators. Solid cooling with modern gaming features.","20xx","Predator Helios 16","2799.0","32GB","16","E_Laptop"
"laptop_rog_strix_scar_16","ASUS","i9","2025-07-31T22:07:41.395935","Esports-focused gaming laptop with competitive features. Ideal for professional gamers and enthusiasts. High refresh rate display with gaming optimization.","20xx","ROG Strix SCAR 16","3199.0","32GB","16","E_Laptop"
"laptop_alienware_m15_r8","Dell","i9","2025-07-31T22:07:41.395935","Premium gaming laptop with alien design and powerful specs. Perfect for gaming enthusiasts who want unique aesthetics. Premium build with advanced features.","20xx","Alienware m15 R8","3399.0","32GB","15","E_Laptop"
"laptop_thinkbook_15_g4","Lenovo","i5","2025-07-31T22:07:41.395935","Business laptop with modern features at affordable price. Great for small businesses and startups. ThinkPad DNA with budget-friendly pricing.","20xx","ThinkBook 15 G4","999.0","16GB","15","E_Laptop"
"laptop_probook_450_g10","HP","i5","2025-07-31T22:07:41.395935","Business laptop with essential features and reliable performance. Perfect for enterprise deployments and professional use. Good security with manageable pricing.","20xx","ProBook 450 G10","1099.0","16GB","15","E_Laptop"
"laptop_vostro_3520","Dell","i5","2025-07-31T22:07:41.395935","Small business laptop with decent specs and Dell reliability. Great for office work and basic business applications. Cost-effective with essential features.","20xx","Vostro 3520","899.0","16GB","15","E_Laptop"
"laptop_aspire_5_a515_58","Acer","i5","2025-07-31T22:07:41.395935","Budget laptop with surprisingly good specs for the price. Perfect for students and home users. Good value proposition with decent build quality.","20xx","Aspire 5 A515-58","799.0","16GB","15","E_Laptop"
"laptop_vivobook_15_x1504","ASUS","i5","2025-07-31T22:07:41.395935","Entry-level laptop with modern design and basic performance. Great for students and casual users. Affordable option with colorful design choices.","20xx","VivoBook 15 X1504","749.0","16GB","15","E_Laptop"
"laptop_yoga_9i_2_in_1_gen_8","Lenovo","i7","2025-07-31T22:07:41.395935","Premium convertible with leather accents and solid performance. Perfect for business professionals and creatives. Luxury materials with versatile design.","20xx","Yoga 9i 2-in-1 Gen 8","2199.0","32GB","14","E_Laptop"
"laptop_xps_13_2_in_1_9315","Dell","i7","2025-07-31T22:07:41.395935","Compact premium convertible with excellent build quality. Perfect for professionals who need versatility. Premium materials with solid performance.","20xx","XPS 13 2-in-1 9315","1999.0","32GB","13","E_Laptop"
"laptop_zenbook_flip_14_ux3404","ASUS","i7","2025-07-31T22:07:41.395935","Convertible ultrabook with OLED display and good performance. Great for professionals and students. Versatile design with premium display quality.","20xx","ZenBook Flip 14 UX3404","1799.0","32GB","14","E_Laptop"
"laptop_surface_pro_9","Microsoft","i7","2025-07-31T22:07:41.395935","Detachable tablet-laptop with Surface ecosystem integration. Perfect for mobile professionals and creatives. Unique form factor with solid performance.","20xx","Surface Pro 9","1699.0","32GB","13","E_Laptop"
"laptop_precision_5680","Dell","i9","2025-07-31T22:07:41.400276","Mobile workstation with professional graphics for creative and technical work. Perfect for architecture, product design, and professional content creation. Premium build with professional reliability.","20xx","Precision 5680","4599.0","128GB","16","E_Laptop"
"laptop_zbook_fury_16_g10","HP","i9","2025-07-31T22:07:41.395935","Flagship mobile workstation with desktop-class performance. Ideal for professional applications and demanding workloads. ISV-certified with premium components.","20xx","ZBook Fury 16 G10","3999.0","64GB","16","E_Laptop"
"laptop_thinkpad_p1_gen_6","Lenovo","i9","2025-07-31T22:07:41.395935","Slim mobile workstation with powerful specs. Perfect for professionals who need workstation power in portable form. ThinkPad reliability with workstation performance.","20xx","ThinkPad P1 Gen 6","3799.0","64GB","16","E_Laptop"
"laptop_studiobook_pro_16_w7600","ASUS","i9","2025-07-31T22:07:41.396934","Creator workstation with color-accurate display. Ideal for professional video editing and design work. ISV-certified with creator-focused features.","20xx","StudioBook Pro 16 W7600","3599.0","64GB","16","E_Laptop"
"laptop_ws66_11umt","MSI","i9","2025-07-31T22:07:41.396934","Mobile workstation optimized for professional workflows. Perfect for engineering and content creation. Professional graphics with workstation features.","20xx","WS66 11UMT","3699.0","64GB","15","E_Laptop"
"laptop_surface_laptop_5_13","Microsoft","i7","2025-07-31T22:07:41.396934","Compact premium laptop with Microsoft ecosystem integration. Great for students and professionals. Clean design with solid performance and build quality.","20xx","Surface Laptop 5 13","1599.0","16GB","13","E_Laptop"
"laptop_galaxy_book3_pro_360","Samsung","i7","2025-07-31T22:07:41.396934","Large-screen convertible with Samsung ecosystem features. Perfect for users in Samsung ecosystem. AMOLED display with good performance and S Pen support.","20xx","Galaxy Book3 Pro 360","1899.0","16GB","16","E_Laptop"
"laptop_matebook_14s","Huawei","i7","2025-07-31T22:07:41.396934","Compact laptop with premium design and solid performance. Great for professionals who value design. Good build quality with competitive specifications.","20xx","MateBook 14s","1399.0","16GB","14","E_Laptop"
"laptop_redmibook_pro_14","Xiaomi","i7","2025-07-31T22:07:41.396934","Affordable premium laptop with flagship features. Perfect for budget-conscious users who want performance. Good value with solid build quality.","20xx","RedmiBook Pro 14","1199.0","16GB","14","E_Laptop"
"laptop_honor_magicbook_14","Honor","i7","2025-07-31T22:07:41.396934","Budget laptop with premium features and decent performance. Great for students and young professionals. Good balance of features and affordability.","20xx","Honor MagicBook 14","1099.0","16GB","14","E_Laptop"
"laptop_conceptd_7_ezel","Acer","i9","2025-07-31T22:07:41.396934","Innovative convertible workstation with unique hinge design. Perfect for designers and digital artists. Creative-focused with color-accurate display.","20xx","ConceptD 7 Ezel","3499.0","32GB","15","E_Laptop"
"laptop_studiobook_16_h7604","ASUS","i9","2025-07-31T22:07:41.396934","Creator laptop with Pantone-validated display. Ideal for professional color work and design. Premium materials with creator optimization.","20xx","StudioBook 16 H7604","2999.0","32GB","16","E_Laptop"
"laptop_creator_17_a10se","MSI","i9","2025-07-31T22:07:41.396934","Large-screen creator laptop with color-accurate display. Perfect for video editing and graphic design. Professional features with solid performance.","20xx","Creator 17 A10SE","2799.0","32GB","17","E_Laptop"
"laptop_macbook_pro_16_m3_max","Apple","i9","2025-07-31T22:07:41.396934","Ultimate creative powerhouse with M3 Max chip. Perfect for professional video editing and music production. Premium build with exceptional performance.","20xx","MacBook Pro 16 M3 Max","3999.0","32GB","16","E_Laptop"
"laptop_zbook_create_g9","HP","i9","2025-07-31T22:07:41.396934","Creator-focused mobile workstation with professional features. Great for content creation and design work. Optimized for creative workflows with solid specs.","20xx","ZBook Create G9","3199.0","32GB","15","E_Laptop"
"laptop_katana_17_b13v","MSI","i7","2025-07-31T22:07:41.396934","Large-screen gaming laptop with solid performance. Great for gaming and content creation. Good value with decent build quality and gaming features.","20xx","Katana 17 B13V","1999.0","32GB","17","E_Laptop"
"laptop_tuf_gaming_a15","ASUS","i7","2025-07-31T22:07:41.396934","Durable gaming laptop with military-grade construction. Perfect for gaming enthusiasts who need reliability. Solid build with good gaming performance.","20xx","TUF Gaming A15","1699.0","32GB","15","E_Laptop"
"laptop_victus_15_fb0000","HP","i7","2025-07-31T22:07:41.396934","Gaming laptop with modern design and solid specs. Great for casual gaming and content creation. Good balance of gaming performance and everyday use.","20xx","Victus 15 fb0000","1599.0","32GB","15","E_Laptop"
"laptop_nitro_5_an515_58","Acer","i7","2025-07-31T22:07:41.396934","Budget gaming laptop with decent specs and good value. Perfect for entry-level gaming and students. Affordable gaming performance with room for upgrades.","20xx","Nitro 5 AN515-58","1399.0","32GB","15","E_Laptop"
"laptop_ideapad_gaming_3_15","Lenovo","i7","2025-07-31T22:07:41.396934","Affordable gaming laptop with solid performance. Great for students and casual gamers. Good balance of gaming capability and everyday usability.","20xx","IdeaPad Gaming 3 15","1499.0","32GB","15","E_Laptop"
"laptop_thinkpad_x13_yoga_gen_4","Lenovo","i7","2025-07-31T22:07:41.396934","Compact business convertible with ThinkPad reliability. Perfect for mobile professionals and executives. Premium build with versatile form factor.","20xx","ThinkPad X13 Yoga Gen 4","1899.0","16GB","13","E_Laptop"
"laptop_elitebook_x360_1040_g10","HP","i7","2025-07-31T22:07:41.396934","Premium business convertible with security features. Great for enterprise deployments and executives. Advanced security with elegant design.","20xx","EliteBook x360 1040 G10","2199.0","16GB","14","E_Laptop"
"laptop_latitude_7330_2_in_1","Dell","i7","2025-07-31T22:07:41.396934","Compact business convertible with premium build. Perfect for mobile workers and consultants. Dell reliability with modern features.","20xx","Latitude 7330 2-in-1","1799.0","16GB","13","E_Laptop"
"laptop_surface_pro_9_for_business","Microsoft","i7","2025-07-31T22:07:41.396934","Business tablet with enterprise features and management. Ideal for mobile professionals and field workers. Microsoft ecosystem with business optimization.","20xx","Surface Pro 9 for Business","1999.0","16GB","13","E_Laptop"
"laptop_galaxy_book3_pro_360_15","Samsung","i7","2025-07-31T22:07:41.396934","Large-screen business convertible with S Pen support. Great for professionals who need large screen and flexibility. Samsung ecosystem integration with solid specs.","20xx","Galaxy Book3 Pro 360 15","2099.0","16GB","15","E_Laptop"
"laptop_aspire_3_a315_510p","Acer","i3","2025-07-31T22:07:41.396934","Entry-level laptop with basic specs for everyday computing. Perfect for students and basic home use. Affordable option with essential features.","20xx","Aspire 3 A315-510P","599.0","8GB","15","E_Laptop"
"laptop_pavilion_15_eh3000","HP","i3","2025-07-31T22:07:41.396934","Budget laptop with modern design and basic performance. Great for home users and light office work. HP reliability at budget-friendly price.","20xx","Pavilion 15-eh3000","649.0","8GB","15","E_Laptop"
"laptop_ideapad_1_15","Lenovo","i3","2025-07-31T22:07:41.396934","Ultra-budget laptop with essential features. Perfect for basic computing and students on tight budget. Lenovo quality at entry-level pricing.","20xx","IdeaPad 1 15","549.0","8GB","15","E_Laptop"
"laptop_vivobook_go_15","ASUS","i3","2025-07-31T22:07:41.396934","Entry-level laptop with modern design options. Perfect for students and casual users. Colorful design with basic but functional specifications.","20xx","VivoBook Go 15","499.0","8GB","15","E_Laptop"
"laptop_framework_laptop_diy","Framework","i5","2025-07-31T22:07:41.396934","Modular laptop kit for tech enthusiasts. Perfect for users who want to build and customize. Revolutionary approach with educational value.","20xx","Framework Laptop DIY","1299.0","16GB","13","E_Laptop"
"laptop_system76_lemur_pro","System76","i5","2025-07-31T22:07:41.396934","Linux-optimized laptop with open-source firmware. Great for developers and Linux enthusiasts. Clean design with Linux-first optimization.","20xx","System76 Lemur Pro","1399.0","16GB","14","E_Laptop"
"laptop_librem_14_v2","Purism","i5","2025-07-31T22:07:41.396934","Privacy-focused laptop with hardware kill switches. Perfect for security professionals and privacy advocates. Unique approach with solid specifications.","20xx","Librem 14 v2","1699.0","16GB","14","E_Laptop"
"laptop_starlite_mk_iv","Star Labs","i5","2025-07-31T22:07:41.396934","Compact Linux laptop with premium build. Great for developers and minimalist users. Ultra-portable with Linux optimization.","20xx","StarLite Mk IV","799.0","16GB","11","E_Laptop"
"laptop_pinebook_pro_arm","Pine64","i5","2025-07-31T22:07:41.396934","ARM-based laptop with open-source design. Perfect for developers and open-source enthusiasts. Unique architecture with community support.","20xx","PineBook Pro ARM","399.0","16GB","14","E_Laptop"
"laptop_strix_scar_17_se","ASUS","i9","2025-07-31T22:07:41.396934","Ultimate gaming laptop with desktop-class performance. Perfect for professional esports and streaming. Maximum performance with premium gaming features.","20xx","Strix SCAR 17 SE","4199.0","64GB","17","E_Laptop"
"laptop_raider_ge78_hx","MSI","i9","2025-07-31T22:07:41.396934","Large-screen gaming powerhouse with RGB lighting. Great for gaming enthusiasts and content creators. Advanced cooling with customizable aesthetics.","20xx","Raider GE78 HX","3999.0","64GB","17","E_Laptop"
"laptop_area_51m_r2","Alienware","i9","2025-07-31T22:07:41.396934","Desktop replacement with upgradeable components. Perfect for hardcore gamers who want desktop power. Alien design with maximum customization.","20xx","Area-51m R2","4499.0","64GB","17","E_Laptop"
"laptop_blade_pro_17","Razer","i9","2025-07-31T22:07:41.396934","Professional gaming laptop with workstation features. Ideal for content creators and serious gamers. Premium materials with dual-purpose optimization.","20xx","Blade Pro 17","4299.0","64GB","17","E_Laptop"
"laptop_origin_eon17_x","Origin PC","i9","2025-07-31T22:07:41.396934","Custom gaming laptop with boutique build quality. Perfect for enthusiasts who demand the best. Lifetime support with maximum customization options.","20xx","Origin EON17-X","4799.0","64GB","17","E_Laptop"
"laptop_creator_z17_a12u","MSI","i9","2025-07-31T22:07:41.396934","Large-screen creator laptop with color-accurate display. Perfect for video editing and graphic design. Professional features with solid performance specifications.","20xx","Creator Z17 A12U","2999.0","32GB","17","E_Laptop"
"laptop_proart_studiobook_pro_17","ASUS","i9","2025-07-31T22:07:41.396934","Professional creator workstation with Pantone validation. Ideal for color-critical work and professional content creation. Premium materials with creator optimization.","20xx","ProArt Studiobook Pro 17","3299.0","32GB","17","E_Laptop"
"laptop_conceptd_9_pro","Acer","i9","2025-07-31T22:07:41.400276","Ultimate creator laptop with professional ISV certification. Perfect for professional 3D work and high-end content creation. Professional validation with maximum specifications.","20xx","ConceptD 9 Pro","4999.0","128GB","17","E_Laptop"
"laptop_zbook_studio_g10","HP","i9","2025-07-31T22:07:41.400276","Creator workstation with professional graphics and color-accurate display. Ideal for Hollywood-grade video editing and professional design. Premium materials with workstation performance.","20xx","ZBook Studio G10","4799.0","128GB","16","E_Laptop"
"laptop_macbook_pro_16_studio","Apple","i9","2025-07-31T22:07:41.396934","Professional MacBook for demanding creative work. Perfect for video editors and music producers. Premium build with studio-grade performance.","20xx","MacBook Pro 16 Studio","3599.0","32GB","16","E_Laptop"
"laptop_inspiron_16_plus_7620","Dell","i7","2025-07-31T22:07:41.397935","Large-screen laptop with creator features. Perfect for content creation and productivity. Good performance with creator-oriented design.","20xx","Inspiron 16 Plus 7620","1599.0","16GB","16","E_Laptop"
"laptop_yoga_slim_7_pro_x","Lenovo","i7","2025-07-31T22:07:41.397935","Slim laptop with premium features. Great for professionals and students. Good balance of portability and performance.","20xx","Yoga Slim 7 Pro X","1399.0","16GB","14","E_Laptop"
"laptop_swift_x_sfx14_71g","Acer","i7","2025-07-31T22:07:41.397935","Creator laptop with dedicated graphics. Perfect for content creation and light gaming. Good value with creator-focused features.","20xx","Swift X SFX14-71G","1299.0","16GB","14","E_Laptop"
"laptop_vivobook_pro_14x_n7401","ASUS","i7","2025-07-31T22:07:41.397935","Compact creator laptop with OLED display. Great for design work and content creation. Good performance with premium display quality.","20xx","VivoBook Pro 14X N7401","1199.0","16GB","14","E_Laptop"
"laptop_toughbook_cf_33","Panasonic","i7","2025-07-31T22:07:41.397935","Rugged detachable laptop for extreme environments. Perfect for field work and industrial applications. Maximum durability with modern performance.","20xx","Toughbook CF-33","4199.0","32GB","12","E_Laptop"
"laptop_latitude_5430_rugged","Dell","i7","2025-07-31T22:07:41.397935","Semi-rugged business laptop for demanding use. Great for field service and outdoor work. Business-grade durability with solid performance.","20xx","Latitude 5430 Rugged","2999.0","32GB","14","E_Laptop"
"laptop_getac_s410_g5","Getac","i7","2025-07-31T22:07:41.397935","Rugged laptop with sunlight-readable display. Perfect for military and public safety use. Extreme durability with professional specifications.","20xx","Getac S410 G5","3499.0","32GB","14","E_Laptop"
"laptop_durabook_r11","Durabook","i7","2025-07-31T22:07:41.397935","Compact rugged laptop for mobile professionals. Great for field workers and first responders. Military-grade durability in compact form.","20xx","Durabook R11","2799.0","32GB","11","E_Laptop"
"laptop_panasonic_fz_55","Panasonic","i7","2025-07-31T22:07:41.397935","Semi-rugged laptop with hot-swappable battery. Perfect for long deployment and field work. Modular design with professional reliability.","20xx","Panasonic FZ-55","3299.0","32GB","14","E_Laptop"
"laptop_chromebook_spin_714","Acer","i5","2025-07-31T22:07:41.397935","Premium Chromebook with convertible design. Great for students and education environments. Chrome OS optimization with solid build quality.","20xx","Chromebook Spin 714","899.0","16GB","14","E_Laptop"
"laptop_surface_laptop_go_3","Microsoft","i5","2025-07-31T22:07:41.397935","Compact laptop designed for students and education. Perfect for cloud-based workflows and basic computing. Microsoft ecosystem with student-friendly pricing.","20xx","Surface Laptop Go 3","799.0","16GB","12","E_Laptop"
"laptop_ideapad_duet_5","Lenovo","i5","2025-07-31T22:07:41.397935","Detachable Chromebook with premium build. Great for students and mobile users. Chrome OS with tablet versatility and laptop productivity.","20xx","IdeaPad Duet 5","749.0","16GB","13","E_Laptop"
"laptop_galaxy_book2_15","Samsung","i5","2025-07-31T22:07:41.397935","Student laptop with Samsung ecosystem integration. Perfect for young professionals and students. Good value with modern features and design.","20xx","Galaxy Book2 15","949.0","16GB","15","E_Laptop"
"laptop_vivobook_flip_14","ASUS","i5","2025-07-31T22:07:41.398935","Affordable convertible with touchscreen and pen support. Great for creative work and note-taking. Colorful design with modern features.","20xx","VivoBook Flip 14","1099.0","16GB","14","E_Laptop"
"laptop_ideapad_1_student_edition","Lenovo","i5","2025-07-31T22:07:41.397935","Affordable student laptop with essential features for coursework and research. Perfect for college students on tight budgets. Reliable performance for basic computing needs.","20xx","IdeaPad 1 Student Edition","549.0","8GB","15","E_Laptop"
"laptop_aspire_1_education","Acer","i5","2025-07-31T22:07:41.397935","Entry-level laptop designed for educational environments. Great for students and basic office work. Cost-effective solution with decent build quality.","20xx","Aspire 1 Education","499.0","8GB","15","E_Laptop"
"laptop_pavilion_student_14","HP","i5","2025-07-31T22:07:41.397935","Compact student laptop with modern features at budget price. Perfect for note-taking and online learning. Good portability for campus life.","20xx","Pavilion Student 14","599.0","8GB","14","E_Laptop"
"laptop_inspiron_15_3000_student","Dell","i5","2025-07-31T22:07:41.397935","Basic laptop optimized for student use and homework. Ideal for educational applications and web browsing. Dell reliability at student-friendly pricing.","20xx","Inspiron 15 3000 Student","579.0","8GB","15","E_Laptop"
"laptop_vivobook_e15","ASUS","i5","2025-07-31T22:07:41.397935","Colorful student laptop with essential performance features. Great for young learners and casual computing. Affordable option with modern design.","20xx","VivoBook E15","529.0","8GB","15","E_Laptop"
"laptop_ideapad_3_home","Lenovo","i3","2025-07-31T22:07:41.397935","Home laptop for family use and basic productivity. Perfect for web browsing, documents, and media consumption. Good value for everyday computing needs.","20xx","IdeaPad 3 Home","699.0","8GB","15","E_Laptop"
"laptop_aspire_3_home_office","Acer","i3","2025-07-31T22:07:41.397935","Home office laptop with reliable performance for basic tasks. Great for remote work and family computing. Affordable solution with decent specifications.","20xx","Aspire 3 Home Office","649.0","8GB","15","E_Laptop"
"laptop_pavilion_15_home","HP","i3","2025-07-31T22:07:41.397935","Family laptop with good performance for home use. Perfect for homework, entertainment, and light office work. HP quality at budget pricing.","20xx","Pavilion 15 Home","679.0","8GB","15","E_Laptop"
"laptop_inspiron_15_home","Dell","i3","2025-07-31T22:07:41.397935","Home computing solution with essential features. Ideal for family use and basic productivity tasks. Reliable Dell quality at affordable price.","20xx","Inspiron 15 Home","629.0","8GB","15","E_Laptop"
"laptop_vivobook_15_basic","ASUS","i3","2025-07-31T22:07:41.397935","Basic laptop for everyday computing needs. Great for students and home users. Simple design with functional specifications.","20xx","VivoBook 15 Basic","599.0","8GB","15","E_Laptop"
"laptop_chromebook_spin_513","Acer","i5","2025-07-31T22:07:41.397935","Premium Chromebook with convertible design and solid performance. Perfect for cloud-based workflows and education. Chrome OS optimization with good build quality.","20xx","Chromebook Spin 513","749.0","8GB","13","E_Laptop"
"laptop_chromebook_pro_c425","ASUS","i5","2025-07-31T22:07:41.397935","Professional Chromebook for business and education use. Great for Google Workspace and web applications. Modern design with reliable performance.","20xx","Chromebook Pro c425","699.0","8GB","14","E_Laptop"
"laptop_chromebook_x360_14c","HP","i5","2025-07-31T22:07:41.397935","Convertible Chromebook with premium features and solid build. Perfect for education and business use. Versatile design with touch support.","20xx","Chromebook x360 14c","799.0","8GB","14","E_Laptop"
"laptop_chromebook_3100","Dell","i5","2025-07-31T22:07:41.397935","Education-focused Chromebook with durability and ease of management. Ideal for schools and classroom environments. Rugged design for student use.","20xx","Chromebook 3100","649.0","8GB","11","E_Laptop"
"laptop_chromebook_flip_c214","ASUS","i5","2025-07-31T22:07:41.397935","Durable convertible Chromebook for education environments. Perfect for K-12 schools and student use. Military-grade durability with kid-friendly design.","20xx","Chromebook Flip C214","599.0","8GB","11","E_Laptop"
"laptop_thinkbook_14_basic","Lenovo","i5","2025-07-31T22:07:41.397935","Entry-level business laptop with modern features. Great for small businesses and startups. ThinkPad quality at competitive pricing.","20xx","ThinkBook 14 Basic","1099.0","16GB","14","E_Laptop"
"laptop_probook_440_g9","HP","i5","2025-07-31T22:07:41.397935","Small business laptop with essential security and management features. Perfect for office environments and professional use. Reliable performance with modern connectivity.","20xx","ProBook 440 G9","1199.0","16GB","14","E_Laptop"
"laptop_latitude_3420","Dell","i5","2025-07-31T22:07:41.398935","Business laptop with Dell reliability and essential features. Ideal for corporate deployments and office work. Good balance of features and affordability.","20xx","Latitude 3420","1149.0","16GB","14","E_Laptop"
"laptop_expertbook_b1400","ASUS","i5","2025-07-31T22:07:41.398935","Business laptop with security features and reliable performance. Great for enterprise environments and professional use. Cost-effective business solution.","20xx","ExpertBook B1400","1099.0","16GB","14","E_Laptop"
"laptop_travelmate_b3","Acer","i5","2025-07-31T22:07:41.398935","Business travel laptop with focus on portability and battery life. Perfect for mobile professionals and consultants. Good value for business features.","20xx","TravelMate B3","999.0","16GB","14","E_Laptop"
"laptop_nitro_5_budget","Acer","i5","2025-07-31T22:07:41.398935","Entry-level gaming laptop with decent performance for 1080p gaming. Perfect for casual gamers and students. Good value with upgrade potential.","20xx","Nitro 5 Budget","1399.0","16GB","15","E_Laptop"
"laptop_tuf_gaming_f15_basic","ASUS","i5","2025-07-31T22:07:41.398935","Durable entry-level gaming laptop with military-grade construction. Great for budget gaming and student use. Solid build quality with gaming features.","20xx","TUF Gaming F15 Basic","1299.0","16GB","15","E_Laptop"
"laptop_pavilion_gaming_15_basic","HP","i5","2025-07-31T22:07:41.398935","Budget gaming laptop with decent specs for casual gaming. Perfect for students who want gaming capability. Good balance of price and performance.","20xx","Pavilion Gaming 15 Basic","1349.0","16GB","15","E_Laptop"
"laptop_g15_gaming_basic","Dell","i5","2025-07-31T22:07:41.398935","Entry-level gaming laptop with solid performance for 1080p games. Great for casual gamers and multimedia use. Dell quality with gaming features.","20xx","G15 Gaming Basic","1299.0","16GB","15","E_Laptop"
"laptop_ideapad_gaming_3_basic","Lenovo","i5","2025-07-31T22:07:41.398935","Affordable gaming laptop with good performance for the price. Perfect for budget-conscious gamers and students. Decent specifications with room for upgrades.","20xx","IdeaPad Gaming 3 Basic","1249.0","16GB","15","E_Laptop"
"laptop_thinkpad_t480_refurb","Lenovo","i7","2025-07-31T22:07:41.398935","Refurbished business laptop with excellent build quality. Great for professionals who want ThinkPad reliability at lower cost. Tested and certified with warranty.","20xx","ThinkPad T480 Refurb","899.0","16GB","14","E_Laptop"
"laptop_elitebook_840_open_box","HP","i7","2025-07-31T22:07:41.398935","Open-box business laptop with premium features at reduced price. Perfect for budget-conscious professionals. Full warranty with significant savings.","20xx","EliteBook 840 Open Box","1099.0","16GB","14","E_Laptop"
"laptop_xps_13_certified_renewed","Dell","i7","2025-07-31T22:07:41.398935","Certified renewed premium ultrabook with warranty. Great for users who want XPS quality at lower price. Thoroughly tested and refurbished.","20xx","XPS 13 Certified Renewed","1299.0","16GB","13","E_Laptop"
"laptop_zenbook_14_open_box","ASUS","i7","2025-07-31T22:07:41.398935","Open-box premium ultrabook with OLED display. Perfect for creative work at discounted price. Minimal use with full manufacturer warranty.","20xx","ZenBook 14 Open Box","999.0","16GB","14","E_Laptop"
"laptop_macbook_air_m1_refurb","Apple","i7","2025-07-31T22:07:41.398935","Refurbished MacBook Air with M1 chip and warranty. Great for Apple ecosystem users on budget. Certified refurbished with like-new condition.","20xx","MacBook Air M1 Refurb","1199.0","16GB","13","E_Laptop"
"laptop_pavilion_x360_14","HP","i5","2025-07-31T22:07:41.398935","Affordable convertible laptop with touchscreen and pen support. Perfect for students and casual users. Versatile design with decent performance.","20xx","Pavilion x360 14","1199.0","16GB","14","E_Laptop"
"laptop_ideapad_flex_5","Lenovo","i5","2025-07-31T22:07:41.398935","Flexible 2-in-1 laptop with solid performance and build quality. Great for productivity and entertainment. Good value in convertible category.","20xx","IdeaPad Flex 5","1149.0","16GB","14","E_Laptop"
"laptop_inspiron_14_2_in_1","Dell","i5","2025-07-31T22:07:41.398935","Convertible laptop with touchscreen for versatile use. Perfect for students and professionals who need flexibility. Dell reliability in 2-in-1 form.","20xx","Inspiron 14 2-in-1","1199.0","16GB","14","E_Laptop"
"laptop_spin_3_sp314","Acer","i5","2025-07-31T22:07:41.398935","Budget-friendly convertible laptop with decent specs. Perfect for students and home users. Good build quality at competitive price.","20xx","Spin 3 SP314","1049.0","16GB","14","E_Laptop"
"laptop_ideapad_1_11","Lenovo","i3","2025-07-31T22:07:41.398935","Ultra-compact laptop for basic computing and portability. Perfect for travel and basic tasks. Extremely portable with essential features.","20xx","IdeaPad 1 11","449.0","8GB","11","E_Laptop"
"laptop_stream_11","HP","i3","2025-07-31T22:07:41.398935","Compact laptop for cloud computing and basic use. Great for students and casual users. Ultra-portable with Windows 11 and Office 365.","20xx","Stream 11","399.0","8GB","11","E_Laptop"
"laptop_inspiron_11_3000","Dell","i3","2025-07-31T22:07:41.398935","Small laptop for basic computing and web browsing. Perfect for travel and secondary computer use. Compact design with essential performance.","20xx","Inspiron 11 3000","479.0","8GB","11","E_Laptop"
"laptop_e210ma","ASUS","i3","2025-07-31T22:07:41.398935","Ultra-portable laptop with basic specs for everyday use. Great for students and basic computing. Lightweight design with decent battery life.","20xx","E210MA","429.0","8GB","11","E_Laptop"
"laptop_swift_1_sf114","Acer","i3","2025-07-31T22:07:41.398935","Compact laptop with larger screen and basic performance. Perfect for students who need portability. Good balance of size and usability.","20xx","Swift 1 SF114","549.0","8GB","14","E_Laptop"
"laptop_thinkpad_e14_gen_2","Lenovo","i5","2025-07-31T22:07:41.398935","Previous generation business laptop with solid performance. Great for professionals who want proven reliability. Good value with modern features.","20xx","ThinkPad E14 Gen 2","999.0","16GB","14","E_Laptop"
