"id:ID","contentRaw","createdAt","originalBrand","originalCpu","originalHardDrive","originalName","originalRam","originalVideoCard","sourceFile","sourceLine",":LABEL"
"doc_laptop_thinkpad_x13_yoga_gen_4","INSERT INTO laptops VALUES ('ThinkPad X13 Yoga Gen 4', 'Lenovo', 'i7', 'GeForce RTX 20xx', 13, '16GB', '1T', 1899.0, 'Compact business convertible with ThinkPad reliability. Perfect for mobile professionals and executives. Premium build with versatile form factor.');","2025-07-31T22:07:41.396934","Lenovo","i7","1T","ThinkPad X13 Yoga Gen 4","16GB","GeForce RTX 20xx","laptop-data.sql","56","D_LaptopSpec"
"doc_laptop_elitebook_x360_1040_g10","INSERT INTO laptops VALUES ('EliteBook x360 1040 G10', 'HP', 'I7', 'nvidia 20xx', 14, '16G', '1TB', 2199.0, 'Premium business convertible with security features. Great for enterprise deployments and executives. Advanced security with elegant design.');","2025-07-31T22:07:41.396934","HP","I7","1TB","EliteBook x360 1040 G10","16G","nvidia 20xx","laptop-data.sql","57","D_LaptopSpec"
"doc_laptop_latitude_7330_2_in_1","INSERT INTO laptops VALUES ('Latitude 7330 2-in-1', 'Dell', 'Intel i7', 'RTX20xx', 13, '16 GB', '1T', 1799.0, 'Compact business convertible with premium build. Perfect for mobile workers and consultants. Dell reliability with modern features.');","2025-07-31T22:07:41.396934","Dell","Intel i7","1T","Latitude 7330 2-in-1","16 GB","RTX20xx","laptop-data.sql","58","D_LaptopSpec"
"doc_laptop_surface_pro_9_for_business","INSERT INTO laptops VALUES ('Surface Pro 9 for Business', 'Microsoft', 'intel i7', 'NVIDIA RTX 20xx', 13, '16GB', '1 TB', 1999.0, 'Business tablet with enterprise features and management. Ideal for mobile professionals and field workers. Microsoft ecosystem with business optimization.');","2025-07-31T22:07:41.396934","Microsoft","intel i7","1 TB","Surface Pro 9 for Business","16GB","NVIDIA RTX 20xx","laptop-data.sql","59","D_LaptopSpec"
"doc_laptop_galaxy_book3_pro_360_15","INSERT INTO laptops VALUES ('Galaxy Book3 Pro 360 15', 'Samsung', 'I 7', 'GeForce 20xx', 15, '16G', '1TB', 2099.0, 'Large-screen business convertible with S Pen support. Great for professionals who need large screen and flexibility. Samsung ecosystem integration with solid specs.');","2025-07-31T22:07:41.396934","Samsung","I 7","1TB","Galaxy Book3 Pro 360 15","16G","GeForce 20xx","laptop-data.sql","60","D_LaptopSpec"
"doc_laptop_aspire_3_a315_510p","INSERT INTO laptops VALUES ('Aspire 3 A315-510P', 'Acer', 'i3', 'nvidia 20xx', 15, '8GB', '512GB', 599.0, 'Entry-level laptop with basic specs for everyday computing. Perfect for students and basic home use. Affordable option with essential features.');","2025-07-31T22:07:41.396934","Acer","i3","512GB","Aspire 3 A315-510P","8GB","nvidia 20xx","laptop-data.sql","61","D_LaptopSpec"
"doc_laptop_pavilion_15_eh3000","INSERT INTO laptops VALUES ('Pavilion 15-eh3000', 'HP', 'I3', 'NVIDIA 20xx', 15, '8G', '512G', 649.0, 'Budget laptop with modern design and basic performance. Great for home users and light office work. HP reliability at budget-friendly price.');","2025-07-31T22:07:41.396934","HP","I3","512G","Pavilion 15-eh3000","8G","NVIDIA 20xx","laptop-data.sql","62","D_LaptopSpec"
"doc_laptop_ideapad_1_15","INSERT INTO laptops VALUES ('IdeaPad 1 15', 'Lenovo', 'Intel i3', 'GeForce RTX 20xx', 15, '8 GB', '512GB', 549.0, 'Ultra-budget laptop with essential features. Perfect for basic computing and students on tight budget. Lenovo quality at entry-level pricing.');","2025-07-31T22:07:41.396934","Lenovo","Intel i3","512GB","IdeaPad 1 15","8 GB","GeForce RTX 20xx","laptop-data.sql","63","D_LaptopSpec"
"doc_laptop_vivobook_go_15","INSERT INTO laptops VALUES ('VivoBook Go 15', 'ASUS', 'I 3', 'nvidia 20xx', 15, '8G', '512GB', 499.0, 'Entry-level laptop with modern design options. Perfect for students and casual users. Colorful design with basic but functional specifications.');","2025-07-31T22:07:41.396934","ASUS","I 3","512GB","VivoBook Go 15","8G","nvidia 20xx","laptop-data.sql","65","D_LaptopSpec"
"doc_laptop_framework_laptop_diy","INSERT INTO laptops VALUES ('Framework Laptop DIY', 'Framework', 'i5', 'NVIDIA RTX 20xx', 13, '16GB', '1T', 1299.0, 'Modular laptop kit for tech enthusiasts. Perfect for users who want to build and customize. Revolutionary approach with educational value.');","2025-07-31T22:07:41.396934","Framework","i5","1T","Framework Laptop DIY","16GB","NVIDIA RTX 20xx","laptop-data.sql","66","D_LaptopSpec"
"doc_laptop_system76_lemur_pro","INSERT INTO laptops VALUES ('System76 Lemur Pro', 'System76', 'I5', 'GeForce 20xx', 14, '16G', '1TB', 1399.0, 'Linux-optimized laptop with open-source firmware. Great for developers and Linux enthusiasts. Clean design with Linux-first optimization.');","2025-07-31T22:07:41.396934","System76","I5","1TB","System76 Lemur Pro","16G","GeForce 20xx","laptop-data.sql","67","D_LaptopSpec"
"doc_laptop_librem_14_v2","INSERT INTO laptops VALUES ('Librem 14 v2', 'Purism', 'Intel i5', 'nvidia rtx 20xx', 14, '16 GB', '1T', 1699.0, 'Privacy-focused laptop with hardware kill switches. Perfect for security professionals and privacy advocates. Unique approach with solid specifications.');","2025-07-31T22:07:41.396934","Purism","Intel i5","1T","Librem 14 v2","16 GB","nvidia rtx 20xx","laptop-data.sql","68","D_LaptopSpec"
"doc_laptop_starlite_mk_iv","INSERT INTO laptops VALUES ('StarLite Mk IV', 'Star Labs', 'intel i5', 'RTX20xx', 11, '16GB', '1 TB', 799.0, 'Compact Linux laptop with premium build. Great for developers and minimalist users. Ultra-portable with Linux optimization.');","2025-07-31T22:07:41.396934","Star Labs","intel i5","1 TB","StarLite Mk IV","16GB","RTX20xx","laptop-data.sql","69","D_LaptopSpec"
"doc_laptop_pinebook_pro_arm","INSERT INTO laptops VALUES ('PineBook Pro ARM', 'Pine64', 'I 5', 'NVIDIA 20xx', 14, '16G', '1TB', 399.0, 'ARM-based laptop with open-source design. Perfect for developers and open-source enthusiasts. Unique architecture with community support.');","2025-07-31T22:07:41.396934","Pine64","I 5","1TB","PineBook Pro ARM","16G","NVIDIA 20xx","laptop-data.sql","70","D_LaptopSpec"
"doc_laptop_strix_scar_17_se","INSERT INTO laptops VALUES ('Strix SCAR 17 SE', 'ASUS', 'i9', 'GeForce RTX 20xx', 17, '64GB', '4T', 4199.0, 'Ultimate gaming laptop with desktop-class performance. Perfect for professional esports and streaming. Maximum performance with premium gaming features.');","2025-07-31T22:07:41.396934","ASUS","i9","4T","Strix SCAR 17 SE","64GB","GeForce RTX 20xx","laptop-data.sql","71","D_LaptopSpec"
"doc_laptop_raider_ge78_hx","INSERT INTO laptops VALUES ('Raider GE78 HX', 'MSI', 'I9', 'nvidia 20xx', 17, '64G', '4TB', 3999.0, 'Large-screen gaming powerhouse with RGB lighting. Great for gaming enthusiasts and content creators. Advanced cooling with customizable aesthetics.');","2025-07-31T22:07:41.396934","MSI","I9","4TB","Raider GE78 HX","64G","nvidia 20xx","laptop-data.sql","72","D_LaptopSpec"
"doc_laptop_area_51m_r2","INSERT INTO laptops VALUES ('Area-51m R2', 'Alienware', 'Intel Core i9', 'RTX 20xx', 17, '64 GB', '4T', 4499.0, 'Desktop replacement with upgradeable components. Perfect for hardcore gamers who want desktop power. Alien design with maximum customization.');","2025-07-31T22:07:41.396934","Alienware","Intel Core i9","4T","Area-51m R2","64 GB","RTX 20xx","laptop-data.sql","73","D_LaptopSpec"
"doc_laptop_blade_pro_17","INSERT INTO laptops VALUES ('Blade Pro 17', 'Razer', 'intel i9', 'NVIDIA RTX 20xx', 17, '64GB', '4 TB', 4299.0, 'Professional gaming laptop with workstation features. Ideal for content creators and serious gamers. Premium materials with dual-purpose optimization.');","2025-07-31T22:07:41.396934","Razer","intel i9","4 TB","Blade Pro 17","64GB","NVIDIA RTX 20xx","laptop-data.sql","74","D_LaptopSpec"
"doc_laptop_origin_eon17_x","INSERT INTO laptops VALUES ('Origin EON17-X', 'Origin PC', 'I 9', 'GeForce 20xx', 17, '64G', '4TB', 4799.0, 'Custom gaming laptop with boutique build quality. Perfect for enthusiasts who demand the best. Lifetime support with maximum customization options.');","2025-07-31T22:07:41.396934","Origin PC","I 9","4TB","Origin EON17-X","64G","GeForce 20xx","laptop-data.sql","75","D_LaptopSpec"
"doc_laptop_creator_z17_a12u","INSERT INTO laptops VALUES ('Creator Z17 A12U', 'MSI', 'i9', 'nvidia rtx 20xx', 17, '32GB', '2T', 2999.0, 'Large-screen creator laptop with color-accurate display. Perfect for video editing and graphic design. Professional features with solid performance specifications.');","2025-07-31T22:07:41.396934","MSI","i9","2T","Creator Z17 A12U","32GB","nvidia rtx 20xx","laptop-data.sql","76","D_LaptopSpec"
"doc_laptop_proart_studiobook_pro_17","INSERT INTO laptops VALUES ('ProArt Studiobook Pro 17', 'ASUS', 'I9', 'NVIDIA 20xx', 17, '32G', '2TB', 3299.0, 'Professional creator workstation with Pantone validation. Ideal for color-critical work and professional content creation. Premium materials with creator optimization.');","2025-07-31T22:07:41.396934","ASUS","I9","2TB","ProArt Studiobook Pro 17","32G","NVIDIA 20xx","laptop-data.sql","77","D_LaptopSpec"
"doc_laptop_conceptd_9_pro","INSERT INTO laptops VALUES ('ConceptD 9 Pro', 'Acer', 'intel i9', 'NVIDIA RTX 20xx', 17, '128GB', '4 TB', 4999.0, 'Ultimate creator laptop with professional ISV certification. Perfect for professional 3D work and high-end content creation. Professional validation with maximum specifications.');","2025-07-31T22:07:41.400276","Acer","intel i9","4 TB","ConceptD 9 Pro","128GB","NVIDIA RTX 20xx","laptop-data.sql","29","D_LaptopSpec"
"doc_laptop_zbook_studio_g10","INSERT INTO laptops VALUES ('ZBook Studio G10', 'HP', 'intel i9', 'RTX20xx', 16, '128GB', '4 TB', 4799.0, 'Creator workstation with professional graphics and color-accurate display. Ideal for Hollywood-grade video editing and professional design. Premium materials with workstation performance.');","2025-07-31T22:07:41.400276","HP","intel i9","4 TB","ZBook Studio G10","128GB","RTX20xx","laptop-data.sql","4","D_LaptopSpec"
"doc_laptop_macbook_pro_16_studio","INSERT INTO laptops VALUES ('MacBook Pro 16 Studio', 'Apple', 'I 9', 'nvidia 20xx', 16, '32G', '2TB', 3599.0, 'Professional MacBook for demanding creative work. Perfect for video editors and music producers. Premium build with studio-grade performance.');","2025-07-31T22:07:41.396934","Apple","I 9","2TB","MacBook Pro 16 Studio","32G","nvidia 20xx","laptop-data.sql","80","D_LaptopSpec"
"doc_laptop_inspiron_16_plus_7620","INSERT INTO laptops VALUES ('Inspiron 16 Plus 7620', 'Dell', 'I7', 'GeForce 20xx', 16, '16G', '1TB', 1599.0, 'Large-screen laptop with creator features. Perfect for content creation and productivity. Good performance with creator-oriented design.');","2025-07-31T22:07:41.397935","Dell","I7","1TB","Inspiron 16 Plus 7620","16G","GeForce 20xx","laptop-data.sql","82","D_LaptopSpec"
"doc_laptop_yoga_slim_7_pro_x","INSERT INTO laptops VALUES ('Yoga Slim 7 Pro X', 'Lenovo', 'Intel i7', 'nvidia rtx 20xx', 14, '16 GB', '1T', 1399.0, 'Slim laptop with premium features. Great for professionals and students. Good balance of portability and performance.');","2025-07-31T22:07:41.397935","Lenovo","Intel i7","1T","Yoga Slim 7 Pro X","16 GB","nvidia rtx 20xx","laptop-data.sql","83","D_LaptopSpec"
"doc_laptop_swift_x_sfx14_71g","INSERT INTO laptops VALUES ('Swift X SFX14-71G', 'Acer', 'intel i7', 'RTX 20xx', 14, '16GB', '1 TB', 1299.0, 'Creator laptop with dedicated graphics. Perfect for content creation and light gaming. Good value with creator-focused features.');","2025-07-31T22:07:41.397935","Acer","intel i7","1 TB","Swift X SFX14-71G","16GB","RTX 20xx","laptop-data.sql","84","D_LaptopSpec"
"doc_laptop_vivobook_pro_14x_n7401","INSERT INTO laptops VALUES ('VivoBook Pro 14X N7401', 'ASUS', 'I 7', 'NVIDIA 20xx', 14, '16G', '1TB', 1199.0, 'Compact creator laptop with OLED display. Great for design work and content creation. Good performance with premium display quality.');","2025-07-31T22:07:41.397935","ASUS","I 7","1TB","VivoBook Pro 14X N7401","16G","NVIDIA 20xx","laptop-data.sql","85","D_LaptopSpec"
"doc_laptop_toughbook_cf_33","INSERT INTO laptops VALUES ('Toughbook CF-33', 'Panasonic', 'i7', 'GeForce RTX 20xx', 12, '32GB', '1T', 4199.0, 'Rugged detachable laptop for extreme environments. Perfect for field work and industrial applications. Maximum durability with modern performance.');","2025-07-31T22:07:41.397935","Panasonic","i7","1T","Toughbook CF-33","32GB","GeForce RTX 20xx","laptop-data.sql","86","D_LaptopSpec"
"doc_laptop_latitude_5430_rugged","INSERT INTO laptops VALUES ('Latitude 5430 Rugged', 'Dell', 'I7', 'nvidia 20xx', 14, '32G', '1TB', 2999.0, 'Semi-rugged business laptop for demanding use. Great for field service and outdoor work. Business-grade durability with solid performance.');","2025-07-31T22:07:41.397935","Dell","I7","1TB","Latitude 5430 Rugged","32G","nvidia 20xx","laptop-data.sql","87","D_LaptopSpec"
"doc_laptop_getac_s410_g5","INSERT INTO laptops VALUES ('Getac S410 G5', 'Getac', 'Intel i7', 'RTX20xx', 14, '32 GB', '1T', 3499.0, 'Rugged laptop with sunlight-readable display. Perfect for military and public safety use. Extreme durability with professional specifications.');","2025-07-31T22:07:41.397935","Getac","Intel i7","1T","Getac S410 G5","32 GB","RTX20xx","laptop-data.sql","88","D_LaptopSpec"
"doc_laptop_durabook_r11","INSERT INTO laptops VALUES ('Durabook R11', 'Durabook', 'intel i7', 'NVIDIA RTX 20xx', 11, '32GB', '1 TB', 2799.0, 'Compact rugged laptop for mobile professionals. Great for field workers and first responders. Military-grade durability in compact form.');","2025-07-31T22:07:41.397935","Durabook","intel i7","1 TB","Durabook R11","32GB","NVIDIA RTX 20xx","laptop-data.sql","89","D_LaptopSpec"
"doc_laptop_panasonic_fz_55","INSERT INTO laptops VALUES ('Panasonic FZ-55', 'Panasonic', 'I 7', 'GeForce 20xx', 14, '32G', '1TB', 3299.0, 'Semi-rugged laptop with hot-swappable battery. Perfect for long deployment and field work. Modular design with professional reliability.');","2025-07-31T22:07:41.397935","Panasonic","I 7","1TB","Panasonic FZ-55","32G","GeForce 20xx","laptop-data.sql","90","D_LaptopSpec"
"doc_laptop_chromebook_spin_714","INSERT INTO laptops VALUES ('Chromebook Spin 714', 'Acer', 'i5', 'nvidia rtx 20xx', 14, '16GB', '512GB', 899.0, 'Premium Chromebook with convertible design. Great for students and education environments. Chrome OS optimization with solid build quality.');","2025-07-31T22:07:41.397935","Acer","i5","512GB","Chromebook Spin 714","16GB","nvidia rtx 20xx","laptop-data.sql","91","D_LaptopSpec"
"doc_laptop_surface_laptop_go_3","INSERT INTO laptops VALUES ('Surface Laptop Go 3', 'Microsoft', 'I5', 'NVIDIA 20xx', 12, '16G', '512G', 799.0, 'Compact laptop designed for students and education. Perfect for cloud-based workflows and basic computing. Microsoft ecosystem with student-friendly pricing.');","2025-07-31T22:07:41.397935","Microsoft","I5","512G","Surface Laptop Go 3","16G","NVIDIA 20xx","laptop-data.sql","92","D_LaptopSpec"
"doc_laptop_ideapad_duet_5","INSERT INTO laptops VALUES ('IdeaPad Duet 5', 'Lenovo', 'Intel i5', 'GeForce RTX 20xx', 13, '16 GB', '512GB', 749.0, 'Detachable Chromebook with premium build. Great for students and mobile users. Chrome OS with tablet versatility and laptop productivity.');","2025-07-31T22:07:41.397935","Lenovo","Intel i5","512GB","IdeaPad Duet 5","16 GB","GeForce RTX 20xx","laptop-data.sql","93","D_LaptopSpec"
"doc_laptop_galaxy_book2_15","INSERT INTO laptops VALUES ('Galaxy Book2 15', 'Samsung', 'intel i5', 'RTX20xx', 15, '16GB', '512G', 949.0, 'Student laptop with Samsung ecosystem integration. Perfect for young professionals and students. Good value with modern features and design.');","2025-07-31T22:07:41.397935","Samsung","intel i5","512G","Galaxy Book2 15","16GB","RTX20xx","laptop-data.sql","94","D_LaptopSpec"
"doc_laptop_vivobook_flip_14","INSERT INTO laptops VALUES ('VivoBook Flip 14', 'ASUS', 'intel i5', 'RTX20xx', 14, '16GB', '1 TB', 1099.0, 'Affordable convertible with touchscreen and pen support. Great for creative work and note-taking. Colorful design with modern features.');","2025-07-31T22:07:41.398935","ASUS","intel i5","1 TB","VivoBook Flip 14","16GB","RTX20xx","laptop-data.sql","34","D_LaptopSpec"
"doc_laptop_ideapad_1_student_edition","INSERT INTO laptops VALUES ('IdeaPad 1 Student Edition', 'Lenovo', 'i5', 'Nvidia 20xx', 15, '8GB', '512GB', 549.0, 'Affordable student laptop with essential features for coursework and research. Perfect for college students on tight budgets. Reliable performance for basic computing needs.');","2025-07-31T22:07:41.397935","Lenovo","i5","512GB","IdeaPad 1 Student Edition","8GB","Nvidia 20xx","laptop-data.sql","1","D_LaptopSpec"
"doc_laptop_aspire_1_education","INSERT INTO laptops VALUES ('Aspire 1 Education', 'Acer', 'I5', 'NVIDIA 20xx', 15, '8G', '512G', 499.0, 'Entry-level laptop designed for educational environments. Great for students and basic office work. Cost-effective solution with decent build quality.');","2025-07-31T22:07:41.397935","Acer","I5","512G","Aspire 1 Education","8G","NVIDIA 20xx","laptop-data.sql","2","D_LaptopSpec"
"doc_laptop_pavilion_student_14","INSERT INTO laptops VALUES ('Pavilion Student 14', 'HP', 'Intel i5', 'GeForce RTX 20xx', 14, '8 GB', '512GB', 599.0, 'Compact student laptop with modern features at budget price. Perfect for note-taking and online learning. Good portability for campus life.');","2025-07-31T22:07:41.397935","HP","Intel i5","512GB","Pavilion Student 14","8 GB","GeForce RTX 20xx","laptop-data.sql","3","D_LaptopSpec"
"doc_laptop_inspiron_15_3000_student","INSERT INTO laptops VALUES ('Inspiron 15 3000 Student', 'Dell', 'intel i5', 'RTX20xx', 15, '8GB', '512G', 579.0, 'Basic laptop optimized for student use and homework. Ideal for educational applications and web browsing. Dell reliability at student-friendly pricing.');","2025-07-31T22:07:41.397935","Dell","intel i5","512G","Inspiron 15 3000 Student","8GB","RTX20xx","laptop-data.sql","4","D_LaptopSpec"
"doc_laptop_vivobook_e15","INSERT INTO laptops VALUES ('VivoBook E15', 'ASUS', 'I 5', 'nvidia 20xx', 15, '8G', '512GB', 529.0, 'Colorful student laptop with essential performance features. Great for young learners and casual computing. Affordable option with modern design.');","2025-07-31T22:07:41.397935","ASUS","I 5","512GB","VivoBook E15","8G","nvidia 20xx","laptop-data.sql","5","D_LaptopSpec"
"doc_laptop_ideapad_3_home","INSERT INTO laptops VALUES ('IdeaPad 3 Home', 'Lenovo', 'i3', 'NVIDIA RTX 20xx', 15, '8GB', '1T', 699.0, 'Home laptop for family use and basic productivity. Perfect for web browsing, documents, and media consumption. Good value for everyday computing needs.');","2025-07-31T22:07:41.397935","Lenovo","i3","1T","IdeaPad 3 Home","8GB","NVIDIA RTX 20xx","laptop-data.sql","6","D_LaptopSpec"
"doc_laptop_aspire_3_home_office","INSERT INTO laptops VALUES ('Aspire 3 Home Office', 'Acer', 'I3', 'GeForce 20xx', 15, '8G', '1TB', 649.0, 'Home office laptop with reliable performance for basic tasks. Great for remote work and family computing. Affordable solution with decent specifications.');","2025-07-31T22:07:41.397935","Acer","I3","1TB","Aspire 3 Home Office","8G","GeForce 20xx","laptop-data.sql","7","D_LaptopSpec"
"doc_laptop_pavilion_15_home","INSERT INTO laptops VALUES ('Pavilion 15 Home', 'HP', 'Intel i3', 'nvidia rtx 20xx', 15, '8 GB', '1T', 679.0, 'Family laptop with good performance for home use. Perfect for homework, entertainment, and light office work. HP quality at budget pricing.');","2025-07-31T22:07:41.397935","HP","Intel i3","1T","Pavilion 15 Home","8 GB","nvidia rtx 20xx","laptop-data.sql","8","D_LaptopSpec"
"doc_laptop_inspiron_15_home","INSERT INTO laptops VALUES ('Inspiron 15 Home', 'Dell', 'intel i3', 'RTX 20xx', 15, '8GB', '1 TB', 629.0, 'Home computing solution with essential features. Ideal for family use and basic productivity tasks. Reliable Dell quality at affordable price.');","2025-07-31T22:07:41.397935","Dell","intel i3","1 TB","Inspiron 15 Home","8GB","RTX 20xx","laptop-data.sql","9","D_LaptopSpec"
"doc_laptop_vivobook_15_basic","INSERT INTO laptops VALUES ('VivoBook 15 Basic', 'ASUS', 'I 3', 'NVIDIA 20xx', 15, '8G', '1TB', 599.0, 'Basic laptop for everyday computing needs. Great for students and home users. Simple design with functional specifications.');","2025-07-31T22:07:41.397935","ASUS","I 3","1TB","VivoBook 15 Basic","8G","NVIDIA 20xx","laptop-data.sql","10","D_LaptopSpec"
"doc_laptop_chromebook_spin_513","INSERT INTO laptops VALUES ('Chromebook Spin 513', 'Acer', 'i5', 'GeForce RTX 20xx', 13, '8GB', '512G', 749.0, 'Premium Chromebook with convertible design and solid performance. Perfect for cloud-based workflows and education. Chrome OS optimization with good build quality.');","2025-07-31T22:07:41.397935","Acer","i5","512G","Chromebook Spin 513","8GB","GeForce RTX 20xx","laptop-data.sql","11","D_LaptopSpec"
"doc_laptop_chromebook_pro_c425","INSERT INTO laptops VALUES ('Chromebook Pro c425', 'ASUS', 'I5', 'nvidia 20xx', 14, '8G', '512GB', 699.0, 'Professional Chromebook for business and education use. Great for Google Workspace and web applications. Modern design with reliable performance.');","2025-07-31T22:07:41.397935","ASUS","I5","512GB","Chromebook Pro c425","8G","nvidia 20xx","laptop-data.sql","12","D_LaptopSpec"
"doc_laptop_chromebook_x360_14c","INSERT INTO laptops VALUES ('Chromebook x360 14c', 'HP', 'Intel i5', 'RTX20xx', 14, '8 GB', '512G', 799.0, 'Convertible Chromebook with premium features and solid build. Perfect for education and business use. Versatile design with touch support.');","2025-07-31T22:07:41.397935","HP","Intel i5","512G","Chromebook x360 14c","8 GB","RTX20xx","laptop-data.sql","13","D_LaptopSpec"
"doc_laptop_chromebook_3100","INSERT INTO laptops VALUES ('Chromebook 3100', 'Dell', 'intel i5', 'NVIDIA RTX 20xx', 11, '8GB', '512GB', 649.0, 'Education-focused Chromebook with durability and ease of management. Ideal for schools and classroom environments. Rugged design for student use.');","2025-07-31T22:07:41.397935","Dell","intel i5","512GB","Chromebook 3100","8GB","NVIDIA RTX 20xx","laptop-data.sql","14","D_LaptopSpec"
"doc_laptop_chromebook_flip_c214","INSERT INTO laptops VALUES ('Chromebook Flip C214', 'ASUS', 'I 5', 'GeForce 20xx', 11, '8G', '512G', 599.0, 'Durable convertible Chromebook for education environments. Perfect for K-12 schools and student use. Military-grade durability with kid-friendly design.');","2025-07-31T22:07:41.397935","ASUS","I 5","512G","Chromebook Flip C214","8G","GeForce 20xx","laptop-data.sql","15","D_LaptopSpec"
"doc_laptop_thinkbook_14_basic","INSERT INTO laptops VALUES ('ThinkBook 14 Basic', 'Lenovo', 'i5', 'nvidia rtx 20xx', 14, '16GB', '1T', 1099.0, 'Entry-level business laptop with modern features. Great for small businesses and startups. ThinkPad quality at competitive pricing.');","2025-07-31T22:07:41.397935","Lenovo","i5","1T","ThinkBook 14 Basic","16GB","nvidia rtx 20xx","laptop-data.sql","16","D_LaptopSpec"
"doc_laptop_probook_440_g9","INSERT INTO laptops VALUES ('ProBook 440 G9', 'HP', 'I5', 'NVIDIA 20xx', 14, '16G', '1TB', 1199.0, 'Small business laptop with essential security and management features. Perfect for office environments and professional use. Reliable performance with modern connectivity.');","2025-07-31T22:07:41.397935","HP","I5","1TB","ProBook 440 G9","16G","NVIDIA 20xx","laptop-data.sql","17","D_LaptopSpec"
"doc_laptop_latitude_3420","INSERT INTO laptops VALUES ('Latitude 3420', 'Dell', 'Intel i5', 'GeForce RTX 20xx', 14, '16 GB', '1T', 1149.0, 'Business laptop with Dell reliability and essential features. Ideal for corporate deployments and office work. Good balance of features and affordability.');","2025-07-31T22:07:41.397935","Dell","Intel i5","1T","Latitude 3420","16 GB","GeForce RTX 20xx","laptop-data.sql","18","D_LaptopSpec"
"doc_laptop_expertbook_b1400","INSERT INTO laptops VALUES ('ExpertBook B1400', 'ASUS', 'intel i5', 'RTX 20xx', 14, '16GB', '1 TB', 1099.0, 'Business laptop with security features and reliable performance. Great for enterprise environments and professional use. Cost-effective business solution.');","2025-07-31T22:07:41.398935","ASUS","intel i5","1 TB","ExpertBook B1400","16GB","RTX 20xx","laptop-data.sql","19","D_LaptopSpec"
"doc_laptop_travelmate_b3","INSERT INTO laptops VALUES ('TravelMate B3', 'Acer', 'I 5', 'nvidia 20xx', 14, '16G', '1TB', 999.0, 'Business travel laptop with focus on portability and battery life. Perfect for mobile professionals and consultants. Good value for business features.');","2025-07-31T22:07:41.398935","Acer","I 5","1TB","TravelMate B3","16G","nvidia 20xx","laptop-data.sql","20","D_LaptopSpec"
"doc_laptop_nitro_5_budget","INSERT INTO laptops VALUES ('Nitro 5 Budget', 'Acer', 'i5', 'NVIDIA RTX 20xx', 15, '16GB', '1T', 1399.0, 'Entry-level gaming laptop with decent performance for 1080p gaming. Perfect for casual gamers and students. Good value with upgrade potential.');","2025-07-31T22:07:41.398935","Acer","i5","1T","Nitro 5 Budget","16GB","NVIDIA RTX 20xx","laptop-data.sql","21","D_LaptopSpec"
"doc_laptop_tuf_gaming_f15_basic","INSERT INTO laptops VALUES ('TUF Gaming F15 Basic', 'ASUS', 'I5', 'GeForce 20xx', 15, '16G', '1TB', 1299.0, 'Durable entry-level gaming laptop with military-grade construction. Great for budget gaming and student use. Solid build quality with gaming features.');","2025-07-31T22:07:41.398935","ASUS","I5","1TB","TUF Gaming F15 Basic","16G","GeForce 20xx","laptop-data.sql","22","D_LaptopSpec"
"doc_laptop_pavilion_gaming_15_basic","INSERT INTO laptops VALUES ('Pavilion Gaming 15 Basic', 'HP', 'Intel i5', 'nvidia rtx 20xx', 15, '16 GB', '1T', 1349.0, 'Budget gaming laptop with decent specs for casual gaming. Perfect for students who want gaming capability. Good balance of price and performance.');","2025-07-31T22:07:41.398935","HP","Intel i5","1T","Pavilion Gaming 15 Basic","16 GB","nvidia rtx 20xx","laptop-data.sql","23","D_LaptopSpec"
"doc_laptop_g15_gaming_basic","INSERT INTO laptops VALUES ('G15 Gaming Basic', 'Dell', 'intel i5', 'RTX20xx', 15, '16GB', '1 TB', 1299.0, 'Entry-level gaming laptop with solid performance for 1080p games. Great for casual gamers and multimedia use. Dell quality with gaming features.');","2025-07-31T22:07:41.398935","Dell","intel i5","1 TB","G15 Gaming Basic","16GB","RTX20xx","laptop-data.sql","24","D_LaptopSpec"
"doc_laptop_ideapad_gaming_3_basic","INSERT INTO laptops VALUES ('IdeaPad Gaming 3 Basic', 'Lenovo', 'I 5', 'NVIDIA 20xx', 15, '16G', '1TB', 1249.0, 'Affordable gaming laptop with good performance for the price. Perfect for budget-conscious gamers and students. Decent specifications with room for upgrades.');","2025-07-31T22:07:41.398935","Lenovo","I 5","1TB","IdeaPad Gaming 3 Basic","16G","NVIDIA 20xx","laptop-data.sql","25","D_LaptopSpec"
"doc_laptop_thinkpad_t480_refurb","INSERT INTO laptops VALUES ('ThinkPad T480 Refurb', 'Lenovo', 'i7', 'GeForce RTX 20xx', 14, '16GB', '1T', 899.0, 'Refurbished business laptop with excellent build quality. Great for professionals who want ThinkPad reliability at lower cost. Tested and certified with warranty.');","2025-07-31T22:07:41.398935","Lenovo","i7","1T","ThinkPad T480 Refurb","16GB","GeForce RTX 20xx","laptop-data.sql","26","D_LaptopSpec"
"doc_laptop_elitebook_840_open_box","INSERT INTO laptops VALUES ('EliteBook 840 Open Box', 'HP', 'I7', 'nvidia 20xx', 14, '16G', '1TB', 1099.0, 'Open-box business laptop with premium features at reduced price. Perfect for budget-conscious professionals. Full warranty with significant savings.');","2025-07-31T22:07:41.398935","HP","I7","1TB","EliteBook 840 Open Box","16G","nvidia 20xx","laptop-data.sql","27","D_LaptopSpec"
